article name,article link,article text,article date

Upstate, her events and TV ads focus on her work to boost economic development when she was in the Senate, including advocating for the Buffalo Niagara Medical Campus and its thousands of high-tech jobs. On Friday, she will travel to Buffalo for an economic round table, and campaign in Rochester.

Mr. Sanders, a Brooklyn native, is emphasizing his own New York roots. He pushed for a debate in Brooklyn, scheduled for next week. He drew 18,000 people to a rally in the Bronx last week and plans a large rally in Manhattan's Washington Square Park next week. Aides also note that eastern upstate New York borders Vermont, so people there have heard about him for years.

In a New York City metro area that is home to some of the richest and the poorest Americans, Mr. Sanders will focus on income inequality, and on Mrs. Clinton's ties to Wall Street, said Tad Devine, his senior strategist.

The Sanders campaign is airing a TV spot featuring Erica Garner, Mr. Garner's daughter.

One Sanders advantage is support of the Working Families Party, the state's minor but powerful leftist party. ""They are very good at grass roots ground game,"" said Steve Greenberg, a New York polling expert.

Thursday's tiff over whether Mrs. Clinton is qualified or not began when the New York Daily News published an interview with Mr. Sanders. The Clinton campaign circulated the entire transcript and on Wednesday.Mrs. Clinton was asked three times on MSNBC's ""Morning Joe"" whether, in light of the interview, she thinks he is qualified to be president.

""I think the interview raised a lot of really serious questions,"" she said. ""I will leave it to voters to decide who of us can do the job that the country needs.""

The Washington Post, writing about the interview, included a headline that said she had questioned whether he was qualified. Mr. Sanders seized on that.

""When you have headlines in the Washington Post--quote 'Clinton questions whether Sanders is qualified to be president,' my response is, well you know, if you want to question my qualifications let me suggest this, then maybe the American people might wonder about your qualifications, Madam Secretary,"" he said Thursday.

He suggested her past support for trade agreements, her vote to authorize the Iraq war and support from Wall Street interests disqualified her for the job.

Asked about his comments on Thursday, Mrs. Clinton told reporters in New York City, ""Well it's kind of a silly thing to say. But I'm going to trust the voters of New York who know me and have voted for me three times.""

Mrs. Clinton needs to drive up her support among women, particularly suburban women, a campaign adviser said. Mr. Sanders's comment could help with that, said George Arzt, a New York City Democratic political consultant who is unaffiliated in the race.

""I think there are many people who view Hillary--whether they like her or not--as the most experienced and qualified in the field,"" he said. ""There are many women who believe that the 'unqualified' title has been used too often against women looking for better jobs.""

Write to Laura Meckler at laura.meckler@wsj.com and Erica Orden at erica.orden@wsj.com

Credit: By Laura Meckler and Erica Orden",4/8/16

Panama Bernie; Bernie Sanders's politics produced the Panama Papers.,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1778847727?accountid=12768,"Bernie Sanders caused the Panama Papers . Bernie of Vermont didn't do it by himself, of course. The world's most famous socialist, and Hillary Clinton's albatross, had a lot of help. Spare me the crocodile tears over the immorality of tax avoidance. Panama is an indictment of government greed.

After World War II, the governments of the West established tax regimes to support the reconstruction of their nations. Six decades later, that tax machinery, which runs the social-welfare states in the countries Bernie Sanders cites in every campaign stop as a model for America, has run totally amok--an unaccountable, devouring monster. Billionaires aren't the only ones who run from it.

Most governments, including ours, overtax their citizens to feed their own insatiable need for money. Then the legal thieves running the government and their cronies, unwilling to abide the tax levels they created, move their wealth offshore to places like Panama. Arguably, all the world's people should be able to move their assets ""offshore"" to escape governments that are smothering economic life and growth, which has stalled in the U.S., Europe and Asia.

Speaking of crocodile tears, Barack Obama spent Tuesday bragging that corporate tax inversions are akin to Panama Papers' tax avoidance. Mr. Obama said ""corporations,"" another swearword invoked by Bernie Sanders at every stop, are ""gaming the system.""

Well what about that ""system?"" Mr. Obama is saying, with Bernie Sanders and Hillary Clinton in his echo chamber, that U.S. corporations should suck it up on the U.S.'s 35% corporate tax rate, the developed world's highest, and simply send that money to him. Why? Because he's gotta have it. To spend.

Other than their national health-care systems, many of which are effectively bankrupt, most Europeans would be hard put to explain what it is their high-tax governments actually do with their money.

Suppressed for generations by high tax rates and regulatory minutiae, most Europeans survive in an economic half-life of gray and black markets, with their assets protected by cash-only transactions, bartering, and endless hours devising off-the-books deals involving family real estate, inflated art prices and anything else they can hide from the taxman. The Beatles actually wrote a song about it in 1966--""Taxman,"" a grim ode to all this.

Governments with unsated ""needs"" for revenue exist in Europe, Africa, Russia and South America. The Associated Press this week reported that in Russia today shell companies exist simply to pay the bribes that are the price of daily life.

One way or another, most people living in the countries run on the Obama-Sanders-Clinton model eventually go searching for their own private Panama. When private capital is under public assault, it will hide. From the wealthiest to the poorest, it creates a world of chiselers, not productive citizens.

Sen. Sanders gave his Wisconsin victory speech in Laramie, Wyo., backgrounded by the smiling, bobbing heads of his 20-something voter base. In Western Europe, which is Sanders Land, those 20-somethings are the subject of a permanent economic discipline called high youth unemployment.

The Sanders campaign isn't about idealism. It's about the misallocation of capital. ""Misallocation of capital"" is a phrase utterly alien to socialists, and increasingly to most of the modern Democratic Party.

In the now-extinct Democratic Party--the party of Hubert Humphrey, Jimmy Carter and Bill Clinton--room existed for the private sector to breathe. Not yet unhinged completely from economics, Democrats understood the symbiosis between healthy private production and public revenues. Both Presidents Carter and Clinton deregulated economic life.

No longer. The deconstructed party of Barack Obama, Elizabeth Warren, Bernie Sanders and forced-recruit Hillary Clinton says: Just keep squeezing them.

This week marked a historic moment in the Democratic drift toward low-growth Euro-socialism. Both California and New York raised the minimum wage to $15. California Gov. Jerry Brown, who in his career has been every Democrat that ever was, summarized the true meaning of the new party. ""Economically, minimum wages may not make sense,"" he said, but they make sense ""morally, socially and politically.""

It has been my view for some time that to help her navigate Bernie's new Democratic world Hillary Clinton should bring in Lady Gaga as a consultant. An expert in magic realism.

Sen. Sanders is getting mocked now by Hillary Clinton and her supporters for a catastrophic interview he gave this week to the New York Daily News, revealing he knows little about his own proposals. But France's Socialist President François Hollande knew everything about his economic proposals. What difference does it make?

The day before losing to Bernie Sanders in Wisconsin, Mrs. Clinton argued: ""I think we need a nominee who's been tested and vetted already. For 25 years they've thrown everything they could at me, but I'm still standing.""

Tested, vetted and still standing. On the available evidence so far, that isn't this year's criteria for the American presidency.

Write to henninger@wsj.com

Credit: By Daniel Henninger",4/8/16

Election 2016: Sanders Has Big Lead in New Hampshire --- Neither Democrat gets Iowa bounce in poll; millennials power Vermont senator,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1762622730?accountid=12768,"Sen. Bernie Sanders of Vermont has a commanding and stable lead over Hillary Clinton in New Hampshire ahead of Tuesday's Democratic primary, enjoying a 20-point edge that budged little after Iowa's closely contested caucuses, a new Wall Street Journal/NBC News/Marist poll finds.

Powered by lopsided support among millennials, Mr. Sanders is the first choice of 58% of likely Democratic primary voters in New Hampshire, compared with 38% who favored Mrs. Clinton, a former senator and secretary of state.

That is about the same as the 57%-38% lead Mr. Sanders had in a Journal/NBC/Marist poll taken in New Hampshire last week, before the two candidates fought to a near draw Monday in Iowa's caucuses.

The latest poll, conducted on Tuesday and Wednesday, suggests that neither candidate gained any bounce from the results in Iowa, where Mrs. Clinton won by a fraction of a percentage point. Mr. Sanders portrayed the near-tie as a victory for his underdog campaign.

The New Hampshire survey illustrates the huge advantage Mr. Sanders enjoys in the state that neighbors his Vermont home. A looming question is whether a victory in the Granite State would be Mr. Sanders' high-water mark, never to be matched again, or a springboard to gains in less-hospitable states that follow.

The two states that hold Democratic nominating contests after New Hampshire -- in South Carolina and Nevada on Feb. 20 -- include far larger shares of minority voters, who in opinion surveys support Mrs. Clinton by large margins.

""So far in New Hampshire, it's all Sanders, as Clinton faces an uphill fight,"" said Lee M. Miringoff, director of the Marist Institute for Public Opinion.

The poll found that Mr. Sanders leads Mrs. Clinton among almost all key voting groups in New Hampshire, especially the young. Among likely voters under age 30, Mr. Sanders is supported by 76%, while Mrs. Clinton has 24%.

Mr. Sanders leads even among young women, a cornerstone of the coalition Mrs. Clinton is seeking to build. He has support from 64% of women under age 45, while Mrs. Clinton has 35%. Among women over 45, Mrs. Clinton leads by nine points.

Interest in the Democratic primary is growing among independents. Asked which primary they would vote in, 42% said the Democratic election and 40% said the Republican race. A month ago, in a Jan. 10 poll, only 32% said Democratic and 47% said Republican.

Independents are especially important in New Hampshire, because voters with no party affiliation can decide on Election Day to participate in either party's primary.

Among independents who say they are likely to vote in the Democratic primary, Mr. Sanders leads 69% to 26%. Among primary voters who identify themselves as Democrats, his lead is narrower, 51% to 46%.

Mrs. Clinton's backers have said Mr. Sanders is likely to win New Hampshire and hope to keep her margin of defeat to single digits. The Clinton camp banks on a much stronger finish in South Carolina, where the electorate is more diverse and the large share of African-American voters likely gives her an advantage.

Among the Democratic primary voters in the New Hampshire poll, less than 1% were black and 1% were Latino.

There aren't a lot of fence-sitters left for the candidates to persuade in New Hampshire, the poll found. Among those who say they are likely to vote in the Democratic primary, only 3% are undecided, and 6% say they might change their mind about their candidate preference.

Overall, 79% of likely Democratic primary voters with a candidate preference said they strongly supported their choices. Among those who prefer Mrs. Clinton, 80% say they strongly support her; among Sanders backers, 77% express that high level of support.

As the contest between the two Democratic candidates grows more contentious, several Democratic voters said Thursday that the more combative nature of the race in recent days had solidified their support of Mr. Sanders.

""Bernie is doing a great job of differentiating himself as Hillary tries to sort of march into his territory and claim the progressive mantle,"" said David Whitten, 48, a stay-at-home dad who lives outside Portland, Maine. ""I thought it was inevitable it would get a little rough,"" he said before a get-out-the-vote rally in Rochester, N.H., for Mr. Sanders.

The Democratic contenders tested their messages Wednesday night in a CNN forum. They didn't share the stage, but an escalating debate between them about Mrs. Clinton's credentials as a liberal played out during their separate appearances.

Mr. Sanders pointed to past statements by Mrs. Clinton saying that she was a moderate. ""Some of my best friends are moderates,"" Mr. Sanders said. ""But you can't be a moderate and a progressive. They are different.""

Mrs. Clinton questioned how her opponent had become the gatekeeper determining who counts as progressive. Using Mr. Sanders's definition, ""Barack Obama would not be a progressive, Joe Biden would not be a progressive,"" she said.

""So I'm not going to let that bother me,"" Mrs. Clinton added. ""I know where I stand.""

The Journal/NBC/Marist survey included 567 likely Democratic voters. The margin of error was plus or minus 4.1 percentage points.

Credit: By Janet Hook",4/8/16

"Clinton, Sanders Collide At Debate",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1762622704?accountid=12768,"DURHAM, N.H. -- The Democratic presidential candidates clashed Thursday night over who is the true progressive at their first one-on-one debate, with Hillary Clinton saying Sen. Bernie Sanders has put forward an unrealistic agenda that would ultimately collapse.

Mrs. Clinton spent much of the first hour defending her record, ideologically and in practice, after Mr. Sanders attacked her links to financial firms. ""What being part of the establishment is, is in the last quarter, having a super PAC that raised $15 million from Wall Street,"" he said.

She termed Mr. Sanders's ""insinuation"" that Wall Street donations would keep her from adequately policing the industry an ""artful smear.""

A combative tone was set early on when Mrs. Clinton pushed back on Mr. Sanders's claim that she isn't a true ""progressive.""

""I'm not making promises that I cannot keep,"" Mrs. Clinton said, drawing a distinction between her self-described ability to get things done and Mr. Sanders's campaign proposals with numbers that she said ""just don't add up.""

The Vermont senator said Mrs. Clinton, a former senator and secretary of state, has at times described herself as a ""moderate"" who has a more incremental approach to solving economic problems that require bold action.

The candidates sparred over health care, the financial struggles of middle class families and the influence of Wall Street political donations.

The debate came five days before the primary in New Hampshire, where a new Wall Street Journal/NBC News/Marist poll shows Mr. Sanders maintains a comfortable lead. The fifth Democratic debate didn't include former Maryland Gov. Martin O'Malley, who dropped out of the race Monday after a poor showing in the Iowa caucuses.

Mr. Sanders, a self-described democratic socialist, wrote in a stream of tweets on Wednesday that a genuine progressive wouldn't take millions of dollars in Wall Street donations, as Mrs. Clinton has done.

In the debate, he noted that in a campaign event last fall in Ohio, Mrs. Clinton said that ""I plead guilty"" to ""being kind of moderate and center.""

Mrs. Clinton chided him for ""cherry-picking"" quotes she had given, noting that more often she says she is a progressive who wants to get things done. She also accused Mr. Sanders of being the ""self-proclaimed gatekeeper of progressivism."" She said few Democrats would meet the standard he has set, including President Barack Obama who, she noted, also accepted campaign money from Wall Street.

She also said that under Mr. Sanders's definition, Vice President Joe Biden wouldn't be considered a progressive. His support for the Keystone XL pipeline would disqualify him, she indicated -- a statement that appeared at odds with what is known about the vice president's views.

The Obama administration rejected the pipeline last year, and as early as 2013, Mr. Biden reportedly told a supporter he opposed Keystone.

During the debate, a Clinton campaign aide said she misspoke in citing Keystone as the example for Mr. Biden. He would fail the progressive test, her campaign said, because he supports the Asian free-trade agreement and the death penalty.

After weeks in which Mr. Sanders has suggested that Mrs. Clinton is compromised because of Wall Street contributions and speaking fees, Mrs. Clinton hit back hard. ""Enough is enough. If you've got something to say, say it directly,"" she said.

She added that she is proud of the job she's done representing her constituents as a former New York senator. ""I think it's time to end a very artful smear that you and your campaign have been carrying out in recent weeks,"" she said.

Mr. Sanders replied by speaking in general of contributions from pharmaceutical companies and oil companies, saying they get their way in Congress because of their donations. But he didn't cite anything in Mrs. Clinton's record.

""There is a reason why these people are putting huge amounts of money into our political system,"" he said. ""It is undermining American democracy.""

Mrs. Clinton countered by noting she's the one who is being attacked by special interests, in the past and during this campaign, and that she's introduced a comprehensive plan to change the way campaigns are financed. ""Today you've got hedge fund billionaires aligned with Karl Rove who are running ads against me to try to get Democrats to vote for you,"" she said.

One of the lingering questions in the race is whether Mrs. Clinton will face legal trouble stemming from an FBI investigation into her use of a private email system when she served as secretary of state.

Asked if she could reassure Democrats that no bombshell revelations were coming, she said yes, dismissing the entire exercise as partisan.

""Before it was emails, it was Benghazi,"" she says. ""I have absolutely no concerns about it whatsoever,"" noting that the government earlier on Thursday also accused former Secretary of State Colin Powell of receiving classified emails on a personal email account.

She added that she is ""100% confident"" that nothing would come of the FBI's investigation into her emails.

Mr. Sanders was also asked about Mrs. Clinton's emails, but refused to be drawn into an attack. He said there is a ""process under way"" and that he ""will not politicize it."" He added that ""not a day goes by"" when he's not asked to attack her on the email issue, and said he has declined.

On foreign policy, Mrs. Clinton was comfortable positioning herself to the right of Mr. Sanders. She cast him as naive for suggesting the U.S. should move aggressively toward normalizing relations with Iran.

""If we were to normalize relations right now, we would remove one of the biggest pieces of leverage we have to try to influence and change Iranian behavior,"" she said. ""The president doesn't think we should. I certainly don't think we should.""

Mr. Sanders pushed back, saying he doesn't support normalizing relations immediately but would like to work toward that goal. ""Please don't suggest that I think we normalize relations with Tehran tomorrow. We don't,"" he said. ""But I would like to see us move forward, and hopefully someday that will happen.""

Noting her experience on the world stage, Mrs. Clinton pointed to a statement from a number of national-security experts that raised concerns about her rival's understanding of foreign affairs. ""I do think questions have been raised and questions have to be answered because when New Hampshire voters go on Tuesday to cast your vote, you are voting both for a president and a commander in chief,"" she said.

---

Rebecca Ballhaus contributed to this article.

Credit: By Peter Nicholas, Laura Meckler and Colleen McCain Nelson",4/8/16

Bernie's Big (Last?) Moment,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1762621960?accountid=12768,"Claremont, N.H. -- You can hear the whooping from the front door of the city opera house. Two stories up, on Tuesday night, an enormous crowd is packed in to hear Bernie Sanders at his first big event after the Iowa caucuses.

It feels like a tent revival meeting. Bernie is keying up his crowd. Every time he brings up the banks, or ""special interests,"" or the ""billionaire class,"" someone in the audience pipes up with a rejoinder, followed by a roar from the crowd. ""You ever heard of Goldman Sachs?"" deadpans the Vermont senator. A voice shouts, ""Hillary has! She goes there!"" The masses scream: ""BOOOOO!!!"" The audience is amped; they love him. This is Bernie's moment.

And likely his only one.

Farther south, on that same Tuesday, another crowd of Democrats has assembled at Nashua Community College. This one isn't so electric. It looks more . . . determined. Those gathered also love Bernie. They love his ""enthusiasm"" and how ""bold"" he is and his ""truth."" Yet here they are, at a Hillary Clinton rally.

Bernie ""is unelectable,"" says Darius Mohsenin, a Democrat from California who has flown all the way here to check out the contenders. ""I like Bernie's message. He's bringing up a lot of third-rail items."" The 56-year-old landlord particularly likes the Vermonter's focus on ""income inequality."" Is Hillary addressing that issue? ""She's hinting at it. It's embedded in her platform, but not as much."" The point is, he says, ""she can win.""

Witness the triumph of the Clinton machine. The media are playing up the Iowa results as a Clinton-Sanders ""tie,"" pitching the possibility of a drawn-out fight for the Democratic nomination. In fact, Mrs. Clinton is hitting her stride, making electability a potent anti-Sanders message. She knows that the more voters tune in, the more they realize the stakes. So she's reminding them every chance she can that the White House and Barack Obama's legacy are on the line.

That's why Mrs. Clinton is bear-hugging Mr. Obama, promising to protect and expand on his work. It's why she insists that Mr. Sanders's plan for single-payer health care will ""never, ever come to pass"" -- her way of warning Democrats that Bernie could never, ever get elected. It's why she keeps droning on about ""reality."" It's why the supposedly ""neutral"" Mr. Obama piled on to assure that Hillary could ""govern"" and ""start here, day one, more experienced"" than Bernie.

Pundits keep weighing in on Mr. Sanders's demographic problems after New Hampshire, his difficulty attracting black voters in, say, South Carolina. But electability is rapidly becoming the bigger liability. Leading Democrats are now assisting Mrs. Clinton by openly questioning his age, his radicalism, his potential to fracture the party and keep moderate Democrats from the polls. When Mr. Sanders attacks Mrs. Clinton on Twitter as a ""moderate,"" he's helping their argument.

Many Democrats are open to this message. They hail from states whose governments in recent years have become dominated by Republicans. They've witnessed the backlash to Mr. Obama's policies, and they know Mr. Sanders makes the current president look tame.

And so they are eating their Clinton spinach. Not that they like it. Mr. Sanders promises his passionate crowds a revolution. At the Nashua rally, Bill Clinton by contrast introduces his wife with the leaden promise that she will ""show up every day."" This is the theme of every Hillary campaign: that she's the worker bee, the realist, the survivor. It's meant to be reassuring, but the attendees who are (dutifully) clapping and (dutifully) cheering also look as if they are embarking on a long march. Another Clinton presidency would be a daily grind. But at least it'd be a Democratic grind.

The electability line has become so potent that Mr. Sanders is openly trying to refute it. He points to polls that show him faring better against Republicans than Mrs. Clinton. His team points out how much more favorably he is viewed by voters than she. Mr. Sanders even insists that Democrats need him if they want to keep the White House. ""Republicans win,"" he said in Iowa, ""when people become demoralized, when they give up on the political process, and when they don't vote."" His nomination, he promised, would raise excitement and turnout.

The only point Mr. Sanders won't make is the one that would be most effective. He refuses to make a case that Mrs. Clinton is unelectable. While the Vermonter has notably sharpened his attacks on Hillary -- blasting her ties to big banks -- he still refuses to raise the scandal of the FBI investigation into her private email server. He's foregoing a powerful, and honest, argument that Mrs. Clinton remains a huge risk to her party -- particularly given how worried many Democrats are about a prosecution, and how little they trust Hillary.

This is the story of the Sanders campaign: a continuing reluctance to play to win. The socialist keeps bragging that he's fighting the machine. But he isn't, really. The powers that early on anointed and sanctioned Hillary's candidacy are today undercutting Mr. Sanders, painting him as a modern George McGovern loon. You don't fight that machine with group singalongs. That's why next week's vote in New Hampshire may prove to be the apex of Bernie's career.

Credit: By Kimberley A. Strassel",4/8/16

"Election 2016: Clinton, Sanders Sharpen Their Rhetoric --- Democrats spar over who is 'progressive' and the senator's edge in a neighboring state",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1762314534?accountid=12768,"DERRY, N.H. -- Hillary Clinton and Bernie Sanders stepped up their attacks before they meet for a one-on-one debate Thursday, campaigning aggressively in a state that her campaign says she may not be able to win.

Trailing by double digits in New Hampshire polls, Mrs. Clinton on Wednesday rejected suggestions that she look past the state and focus instead on friendlier territory, as both campaigns sharpened their tones and sparred from afar.

Mr. Sanders jabbed first on Tuesday when he said the former senator and secretary of state is a progressive on some days. ""Except when she announces she's a moderate,"" he added. ""Then she's not a progressive.""

Mrs. Clinton responded at a get-out-the-vote event, calling her opponent's comments a ""low blow"" and saying she has delivered results for progressives. She said the race should focus on issues, but added that ""if it's about our records, hey, I'm going to win by a landslide.""

The squabble over which candidate is more progressive ramped up online with a series of tweets from Mr. Sanders's account, including a long list of more moderate policy positions that Mrs. Clinton has taken in the past.

The two Democrats continued to parse the definition of progressive during a town hall event Wednesday night. Mr. Sanders noted that the former secretary of state has described herself as a moderate in the past.

""You can't be a moderate and a progressive -- they are different,"" Mr. Sanders said.

When Mrs. Clinton took the stage, she said she was amused that her rival had cast himself as a gatekeeper determining who is a progressive. ""I don't think it helps for the senator to be making those kinds of comparisons,"" she said.

Earlier, Mrs. Clinton's campaign suggested that Mr. Sanders has built-in advantages in New Hampshire because he represents neighboring Vermont. Mr. Sanders parried, saying New Hampshire voters are serious about their role in the nominating process and that ""to repeatedly suggest otherwise is an insult"" to them.

Mr. Sanders said on CNN that the Clinton campaign is financed by Wall Street and big-money interests. Mrs. Clinton countered by critiquing her rival's health-care plan.

This intensifying tit-for-tat is playing out in a state where Mrs. Clinton is a decided long-shot. A Real Clear Politics average of polls shows Mr. Sanders with an 18-percentage-point advantage in Tuesday's primary, and some have suggested Mrs. Clinton should focus her resources on the states that will vote shortly after New Hampshire.

""Not on your life,"" Mrs. Clinton told supporters Wednesday. ""I would never quit on New Hampshire.""

The Clinton campaign has tried to lower expectations in recent days, saying that Mrs. Clinton's 2008 come-from-behind win in New Hampshire is unlikely to be replicated. Jennifer Palmieri, Mrs. Clinton's communications director, said Mr. Sanders has a substantial lead but that the former secretary of state would stay in New Hampshire through the primary, trying to build support.

""We don't know that we can win, but she is going to be here every day,"" Ms. Palmieri said.

The Sanders campaign pushed back against the Clinton team's attempts to play down her prospects. ""They're overplaying their hand on this 'He's a neighbor' stuff,' "" said Tad Devine, a senior Sanders campaign strategist. ""Our view is we're up against the whole establishment again.""

The battle for New Hampshire and the tonal shift in the Democratic campaign come on the heels of a hard-fought contest in Iowa that saw Mrs. Clinton eke out a razor-thin win.

Some Democratic strategists said Mrs. Clinton remains in a stronger position for the long term. With the race soon moving to states with higher percentages of minority voters, Mrs. Clinton stands to do better, they said. Steve McMahon, a longtime Democratic consultant, said the Iowa result ""helped Bernie, but it wasn't enough of a 'Voila!' moment to change the dynamic in South Carolina and Nevada.""

Mr. Sanders is telling supporters that the political establishment is growing nervous about his staying power. Winning the nomination won't be easy, the senator said, but he noted that in Iowa he took on the ""most powerful political organization in the country.""

For her part, Mrs. Clinton is positioning herself as a fighter, not a front-runner, and is quick to remind voters that she is running against a ""neighbor."" She urges, ""New Hampshire, come with me.""

---

Jennifer Levitz contributed to this article.

Credit: By Colleen McCain Nelson and Peter Nicholas",4/8/16

Bernie Sanders Will Visit the Vatican; Democratic candidate to leave the trail for a meeting on economic and social issues,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1779542234?accountid=12768,"WASHINGTON--Democratic presidential candidate Bernie Sanders will visit the Vatican next week to discuss themes of economic and social justice that are the centerpiece of his campaign.

The Vermont senator said Friday that he would participate in an April 15 conference on social, economic and environmental issues at a Vatican academic organization, stepping off the campaign trail during the crucial last days before the New York primary.

Mr. Sanders said he was ""moved"" by the invitation and said he deeply admired Pope Francis, whom he isn't expected to meet with on the trip. In an MSNBC interview Friday morning, he praised the pope's efforts to ""inject a sense of morality into how we do economics."" The pope has called for actions to address income inequality and has criticized American-style capitalism.

The trip was announced as Mr. Sanders is looking to move past a tussle with his chief rival for the Democratic nomination, Hillary Clinton, whom he denigrated this past week as ""unqualified"" for the presidency. He dialed back on those remarks Friday morning, saying ""of course"" Mrs. Clinton, a former senator and secretary of state, was qualified to be commander in chief.

""On her worst day she would be an infinitely better president than either of the Republican candidates,"" Mr. Sanders said on NBC, adding that the two Democratic candidates should focus on the issues instead of leveling personal attacks.

Related Reading

* Bernie Sanders Says 'Of Course' Hillary Clinton Is Qualified

* Pope Francis Calls for Leniency Toward Divorced Catholics

* War of Words Escalates in Democratic Race

Mrs. Clinton, asked Friday in Buffalo, N.Y., if Mr. Sanders was qualified to be president, affirmed that he was. ""As I said, I would take him over Donald Trump and Ted Cruz any day,"" she said.

Mr. Sanders's visit to the Vatican could carry a political benefit, coming just days before the primary in heavily Catholic New York. About 30% of the state's adult population is Catholic, according to the Pew Research Center, versus about 20% of Americans overall.

""I am a big, big fan of the pope,"" Mr. Sanders said on MSNBC on Friday. ""Obviously, there are areas where we disagree--on women's rights or gay rights.""

The contest in New York also has extra resonance for both candidates: Mrs. Clinton represented the state in the Senate for eight years before serving in the Obama administration, while Mr. Sanders was born and raised in Brooklyn. Most polls show Mrs. Clinton with a lead in New York, and she has a sizable lead in convention delegates, although Mr. Sanders's recent primary wins have tightened that gap.

Mr. Sanders is Jewish but hasn't made religion a centerpiece of either his campaign or his political identity, speaking only occasionally about his background.

""I am very proud of being Jewish, and that is an essential part of who I am as a human being,"" he said at a Democratic debate earlier this year.

The event at the Vatican will focus on creating an economy of ""dignity, social justice and environmental sustainability,"" the Sanders campaign said. Also listed on the program are Bolivian President Evo Morales and Ecuadorean President Rafael Correa.

The announcement of the trip was briefly the subject of a dispute between two officials within the Pontifical Academy of Social Sciences, the organization hosting the event.

On Friday morning, Margaret Archer, the organization's president, told Bloomberg that Mr. Sanders had sought out the invitation to boost his campaign and accused him of a ""monumental discourtesy.""

The Sanders campaign said it never sought the invitation, an account confirmed by Bishop Marcelo Sánchez Sorondo, who is chancellor of the Pontifical Academy of Social Sciences.

""The initiative did not come from the senator,"" he said in an interview. ""He was invited like all the other participants in the conference, in a letter from me as chancellor, writing in the name of the president."" Ms. Archer couldn't be reached for comment.

The Sanders event was announced on the same day that Pope Francis urged a more lenient approach to divorced Catholics , effectively encouraging clergy to grant some divorced people Holy Communion and opening a new phase in a long-running struggle within the church over its moral teaching.

""By thinking that everything is black and white, we sometimes close off the way of grace and of growth,"" the pope wrote in an apostolic exhortation titled ""On Love in the Family.""

Francis X. Rocca in Vatican City contributed to this article.

Write to Byron Tau at byron.tau@wsj.com

Credit: By Byron Tau",4/9/16

Bernie Sanders Wins Wyoming's Democratic Caucuses; Delegates to be distributed proportionally; Hillary Clinton maintains lead,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1779687828?accountid=12768,"Sen. Bernie Sanders won the Wyoming caucuses on Saturday, adding to a string of recent victories and giving his underdog campaign a shot of momentum heading into the more important New York primary this month.

The Associated Press said Mr. Sanders beat front-runner Hillary Clinton. However, because the margin was close between the candidates, Mr. Sanders and Mrs. Clinton wound up with seven delegates each, the AP said.

The victory means Mr. Sanders has come out ahead in seven of their last eight state contests. But in this case the win did nothing to dent Mrs. Clinton's formidable lead.

Before the caucuses, Mrs. Clinton led the race with 1,749 delegates, compared with Mr. Sanders's 1,061, including both pledged delegates chosen by voters and superdelegates, who can support any candidate. A candidate needs 2,383 delegates to clinch the Democratic Party's presidential nomination.

The Wyoming contest was made to order for Mr. Sanders. The state is overwhelmingly white, and white voters have been much more supportive of the Vermont senator than minorities. The caucus format, which tends to attract the most liberal activists, has often been an advantage for him as well.

Mr. Sanders appeared in the state once, at a rally in Laramie that drew some 1,800 people. Mrs. Clinton didn't appear in Wyoming, though her husband, former President Bill Clinton, headlined an event in Cheyenne.

Write to Laura Meckler at laura.meckler@wsj.com

Credit: By Laura Meckler",4/11/16

Bernie Sanders Wins Wyoming's Democratic Caucuses; Delegates to be distributed proportionally; Hillary Clinton maintains lead,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1779682616?accountid=12768,"Sen. Bernie Sanders won the Wyoming caucuses on Saturday, adding to a string of recent victories and giving his underdog campaign a shot of momentum heading into the more important New York primary this month.

The Associated Press projected that Mr. Sanders would beat front-runner Hillary Clinton with 96% of the precincts reporting.

The victory means Mr. Sanders has come out ahead in seven of their last eight contests. But with only 14 pledged delegates that will be distributed proportionally, the Wyoming win does little to dent into Mrs. Clinton's formidable lead.

Before the caucuses, Mrs. Clinton led the race with 1,749 delegates, compared with Mr. Sanders's 1,061. A candidate needs 2,383 delegates to clinch the Democratic Party's presidential nomination.

The Wyoming contest was made to order for Mr. Sanders. The state is overwhelmingly white, and white voters have been much more supportive of the Vermont senator than minorities. The caucus format, which tends to attract the most liberal activists, has often been an advantage for him as well.

