article name,article link,article text,article date

Other Republican officials, including Nebraska Gov. Pete Ricketts and Mr. Trump's presidential rival, former Texas Gov. Rick Perry, endorsed him on Thursday. North Carolina Sen. Richard Burr backed Mr. Trump earlier this week.

During the divisive primary season, some Republicans floated the idea of Mr. Ryan emerging as the nominee if the party had a deadlocked convention. Mr. Ryan repeatedly refused to entertain that possibility, and again rejected the idea in the CNN interview.

Mr. Trump's conservative bona fides have been challenged, because in the past he has supported liberal positions on issues such as abortion rights and tax increases. In the campaign, he has opposed efforts to rein in Social Security and Medicare, which have been championed by Mr. Ryan and other conservatives as a key to curbing the federal debt.

During the campaign, Mr. Trump last year put out a tax plan that called for major cuts in income, estate and business taxes. Pressed on its details by CNBC on Thursday, he suggested it was merely a starting point for a deal.

""You know, when you put out a tax plan, you are going to start negotiating,"" he said. ""You don't say, 'OK, this is our tax plan, lots of luck, folks.' There will be negotiation back and forth. And I can see that going up, to be honest with you.""

Mr. Trump had signaled a day earlier that he would be open to raising the minimum wage -- an idea that is anathema to the GOP's business allies and free-market purists. ""You have to have something that you can live on,"" Mr. Trump said on CNN, echoing rhetoric that many Democrats use on the issue.

Credit: By Janet Hook",7/11/16

Minimum Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1787026423?accountid=12768,"The Donald Trump candidacy is going to be a daily adventure, on policy as much as rhetoric. No sooner did he vanquish his last Republican rival this week than he threw over his pledge to fund his own campaign and suggested that he may change his mind and endorse an increase in the federal minimum wage.

Making the media rounds after his Indiana victory, Mr. Trump was asked on CNN whether he'd be open to raising the federal minimum wage of $7.25 an hour. ""I am open to doing something with it, because I don't like that,"" Mr. Trump said. ""Because I'm very different from most Republicans,"" adding that ""I mean, you have to have something that you can live on.""

Yes, but you also need a job to earn a wage, and a wage floor can price the young and least skilled out of the job market. A national minimum is also more destructive than state or local wage floors because it doesn't account for variations in the job market and labor demand.

Mr. Trump understood the jobs point when he was competing with other Republicans who opposed raising the national minimum. ""We have to leave it the way it is,"" he said in November. ""People have to go out, they have to work really hard and have to get into that upper stratum"" and ""we cannot do this if we are going to compete with the rest of the world. We just can't do it."" He repeated the point more than once during the primaries.

But now Mr. Trump knows he'll be competing with Hillary Clinton, who like most Democrats favors raising the minimum wage to $15 an hour. Mrs. Clinton says she would sign a $15 national minimum-wage bill as long as it had some accommodation for lower-wage markets. Mr. Trump's wage wavering may be the first of many such changes given that his economic views are more visceral and populist than rooted in any free-market conviction.

On Wednesday the supposed non-politician also abandoned a signature message of his primary campaign -- that Mr. Trump is the candidate who can't be bought because he is self-funding. Mr. Trump said Goldman Sachs had ""total control"" over Mrs. Clinton and called his GOP rivals ""puppets"" of big donors.

Now comes news that the presumed GOP nominee is going to raise funds from donors like any other political puppet. And who better to lead this effort than a Goldman Sachs alum and longtime Clinton donor? Dune Capital CEO Steven Mnuchin is the new national finance chairman of the Trump campaign, and as far as we can tell he hasn't donated to Hillary's 2016 campaign, at least not yet. But the hedge-fund operator is in no danger of being called an outsider and will presumably hunt up contributions from big-money donors.

The Journal reports that a Super Pac is also planning to raise big bucks to support Mr. Trump. Great America's co-chairman will be longtime political operative Ed Rollins, whom Mr. Trump has praised as ""tremendous."" You can bet its donors won't be paupers.

Mr. Trump now needs the cash because it isn't clear he's going to spend enough of his own money to be competitive in November. His campaign-on-the-cheap made a nice talking point for voters who chose to believe, but now he has to build a national organization -- and fast. Could it be that the alleged billionaire isn't as liquid as he likes to suggest?

On Thursday House Speaker Paul Ryan said he wasn't ready to endorse Mr. Trump, who replied that he wasn't ready to endorse Mr. Ryan's agenda. That isn't an auspicious start for Mr. Trump's GOP unity campaign, and his precipitous flip-flops will make the job harder. There's an old line about the hapless janitor who has to clean up after the elephant parade. For the next six months the elephant -- the GOP -- may be cleaning up after its presidential nominee.",7/11/16

Protesters for Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1785699307?accountid=12768,"It's counterintuitive, but we're beginning to wonder if all of those protesters showing up at Donald Trump rallies aren't secret supporters. They couldn't possibly be doing more to persuade millions of Republicans to vote for him, if only to defend the right to free speech and association.

The protests are picking up in volume and disruption as the candidates campaign in California ahead of the June 7 primary. Protesters blocked traffic, punched vehicles and cursed Trump supporters in Costa Mesa Thursday, and hundreds blocked the entrance to the GOP convention in Burlingame on Friday. About two dozen people tried to rush barriers near the Hyatt Regency, and Mr. Trump and his aides had to get out of their cars and walk into the convention.

""I think it's going to get worse if he gets the nomination and is the front-runner. I think it's going to escalate,"" Luis Serrano, an organizer with California Immigration Youth Justice Alliance, told the Los Angeles Times. ""We're going to keep showing up and standing against the actions and the hate Donald Trump is creating.""

Even Americans who don't support Mr. Trump may hear this and wonder who is really creating hate. The spectacles are made-for-ratings cable TV fodder, and Mr. Trump knows it. Every protester who breaks the law or waves a Mexican flag as a political statement in favor of illegal immigration might as well be voting for Mr. Trump.",7/11/16

Election 2016: Indiana Poll Bears Good News for Trump --- The GOP front-runner could cement his position in a state that Cruz has long sought,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1785699242?accountid=12768,"The home stretch of the long 2016 GOP presidential race is coming into view, and the path to victory is opening wider for front-runner Donald Trump amid signs that he could pick up a big win in Tuesday's Indiana primary.

A new Wall Street Journal/NBC News/Marist poll finds Mr. Trump ahead by 15 points among likely Republican primary voters in Indiana, pointing to a victory that would significantly boost the businessman's chances of clinching the Republican presidential nomination before the party's convention in Cleveland.

Sen. Ted Cruz of Texas, his chief rival, continued to voice confidence that he could keep Mr. Trump from getting the 1,237 delegates needed to claim the nomination either before the convention or on the first ballot. But Mr. Cruz needs Indiana's primary to be a pivot point.

""The country is really depending on Indiana to choose the direction of this race,"" Mr. Cruz said on NBC, in one of five television appearances broadcast Sunday morning.

Mr. Trump said a victory in Indiana would effectively end the contest. ""If we win Indiana, it's over, OK?"" he said at a rally in the state on Sunday.

If Mr. Trump won all 57 of Indiana's delegates, he would have 1,012 bound delegates, leaving him 225 short of the magic number. He would then need 49.45% of the bound delegates remaining to be allocated -- the first time that figure would drop below 50% for any candidate in the race.

The Journal/NBC News/Marist poll released Sunday bolstered the hopes of Trump supporters, showing that 49% of likely Republican primary voters favored Mr. Trump, compared with 34% for Mr. Cruz and 13% for Ohio Gov. John Kasich.

The poll also surveyed likely Democratic voters in Indiana and found Hillary Clinton holds a narrow lead, 50% to 46%, over Sen. Bernie Sanders. With Mr. Sanders trailing significantly in the delegate count, the poll result suggests that the outcome in Indiana isn't likely to change the dynamic of a nomination fight.

Mr. Trump has been on a winning streak since his landslide victories in the New York primary two weeks ago and in last week's five-state round of voting in the Northeast, which some dubbed the ""Acela primary"" after the Boston-Washington Amtrak train service.

""After the Acela primary, there is an aura of inevitability surrounding the Trump and Clinton candidacies,"" said Lee M. Miringoff, director of the Marist College Institute for Public Opinion.

Mr. Cruz's supporters have been hopeful about Indiana because it is a deeply conservative state with an influential community of evangelical Christians, the kind of voters who are part of the Texas senator's base. Mr. Cruz won the endorsement Friday of the state's governor, Mike Pence. But Mr. Pence also praised Mr. Trump and hasn't joined the ""stop-Trump"" chorus.

John Hammond, a Republican National Committee member from Indiana who is neutral in the race, said Mr. Cruz's organization in the state is superior to that of his rivals, but that it may be no match for Mr. Trump's unconventional appeal. ""This appears to me to be a state that Trump is going to win,"" said Mr. Hammond.

A candidate could sweep all 57 delegates in Indiana by winning the vote statewide and in all nine congressional districts. Even if Mr. Trump were to do that, he still would need to wait until June 7, the last day of the primary season, to secure the needed 1,237 delegates. Five states vote then, including California, with its trove of 172 delegates.

That is where Mr. Cruz's sights are turned, win or lose in Indiana. He spoke to California's GOP convention Saturday and picked up the endorsement of former Republican Gov. Pete Wilson.

The Cruz campaign has also continued to work at state conventions to ensure his supporters fill delegate slots, even if they are bound to vote for Mr. Trump on the first convention ballot.

His team scored another such victory in Arizona. Mr. Trump had won the state's primary, but a state GOP convention on Saturday placed Cruz supporters in most of the state's 58 delegate slots.

There was no such Cruz takeover at Delaware's state GOP convention Saturday, which approved a slate of 16 delegates. Most who spoke seemed prepared to back Mr. Trump beyond the first ballot.

---

Reid J. Epstein contributed to this article.

Credit: By Janet Hook",7/11/16

"In Uncertain Times, CEOs Lose Faith in Forecasts; From Brexit to rise of Donald Trump, business leaders say recent events have made them wary of expert predictions",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1803051304?accountid=12768,"The forecast for business predictions these days is cloudy.

Chief executives tap consultants, expert prognostications and polls about market and political conditions to help inform business decisions. But from the Brexit surprise to the rise of Donald Trump and the frequently revised U.S. job market numbers, expert analyses have been landing far off the mark--and executives are growing wary.

Uncertainty has been a given for business since the financial crisis, but business leaders say recent events have diminished their faith in forecasts. Some are tapping new data sources to guide decisions and spending, while others say they have resolved to keep operations flexible to prepare for sudden changes. A few corporate leaders say they are rethinking how much expert forecasting they are willing to pay for.

""The so-called experts and global economists are proven as often to be wrong as right these days,"" says Scott Wine, chief executive of Polaris Industries Inc., a Medina, Minn., manufacturer of off-road vehicles and motorcycles.

Following Britain's surprise decision last month to exit the European Union, Mr. Wine plans to lean heavily on his global workforce and customers for insights about local political sentiments and the investment climate. ""We have not made a practice to gauge our employees about geopolitical risk. But it's something we will do going forward,'' he says.

Ken Lamneck, CEO of Tempe, Ariz.-based Insight Enterprises Inc., which sells information-technology products to companies, says he has become more cautious when sizing up predictions. He cites forecasts for currency fluctuations, where ""analysts were pretty far off"" recently, resulting in dampened revenue expectations. He has begun turning to fellow tech-industry CEOs for advice.

Mr. Lamneck also spends more time looking backward, comparing past forecasts with what actually happened. He uses that margin of error to assess new data, such as the predicted growth rate for his industry. Sometimes, that means Insight might invest less in, say, hiring salespeople, than a rosy forecast might warrant.

Mr. Lamneck says he is more closely scrutinizing the research that the company buys from advisory firms like IDG and Gartner. ""We'll look at, 'What's the real value of these services that we're paying for?'"" he says, adding that the reports are more useful for strategy ideas than for market-growth forecasts.

A study of about 28,000 expert geopolitical predictions over 20 years found that most were only slightly better than chance, especially when predicting events more than a year off, according to Philip Tetlock, a professor at University of Pennsylvania's Wharton School of Business who studies forecasting.

Dr. Tetlock suggests businesses carefully track both internal and external forecasts and keep score on who gets the important calls right--a step that few companies take.

""If you can't make an accurate forecast, who do you hold accountable for results? It bedevils managers and investors,"" says Eric Ries, a management consultant who helps startups and established firms like General Electric Co. navigate uncertainty.

Mr. Ries advises his clients to rely less on forecasts and instead road-test ideas with customers and make fast adjustments when needed. He urges them to supplement big-data predictions with close observation of their customers.

Rupert Duchesne, chief executive of Aimia Inc, a marketing and loyalty analytics company, uses scenario planning to prepare for an unlikely, yet influential event.

Last month, he had an Aimia team spend several weeks preparing for the possibility of a British break with the EU and a plunging pound. ""Because we had prepared, we were able to say clearly what the impact would be on our business,"" he says. Soon after the vote results were tallied, Aimia, which has business interests in the U.K, announced that the pound's decline would unlikely have a material effect on its business near term.

Such planning requires considerable time and resources, Mr. Duchesne acknowledges. He says one scenario-planning exercise several years ago cost about $10 million, an amount which included a plan's eventual execution; it modeled possible outcomes of a business negotiation. Those costs help insure the company against surprises, he says.

A painful experience with a prediction gone wrong taught Robert S. ""Steve"" Miller, chief executive of auto-interiors manufacturer International Automotive Components Group and a veteran turnaround specialist, to favor flexible business models.

In 2008, Mr. Miller was executive chairman and prior CEO of Delphi Corp., the largest U.S. auto-parts maker. Few experts predicted the severity of the economic downturn that year, which caught Delphi and countless other companies unprepared.

The manufacturer, which had sought bankruptcy-court protection in 2005, came perilously close to liquidation as auto sales plunged. Delphi's inability to predict the downturn ""greatly extended the time we spent in bankruptcy,"" Mr. Miller recalls.

During bankruptcy, he slashed Delphi's hourly work force, cut 40% of salaried staff and closed 21 of the 29 U.S. factories. Delphi emerged from bankruptcy in 2009.

Mr. Miller now relies on a fluid manufacturing process at IAC. The company can easily move manufacturing equipment to a different location when automakers' sales volume shrinks, he says.

He and fellow directors review corporate strategy quarterly, and Brexit's effect will be on the agenda for their July 27 review. Mr. Miller says the referendum's result will only add to the complexity his company faces.

Still stung from his experience in 2008, the IAC leader says he places little stock in current economic predictions. He is equally skeptical about predictions describing future effects of the Brexit vote.

""You always have to take this stuff with a grain of salt,'' Mr. Miller suggests. ""You can't run your business with only one track in mind--which is the direction that forecasters and experts are telling you it will go.''

Write to Rachel Emma Silverman at rachel.silverman@wsj.com , Joann S. Lublin at joann.lublin@wsj.com and Rachel Feintzeig at rachel.feintzeig@wsj.com

Credit: By Rachel Emma Silverman, Joann S. Lublin and Rachel Feintzeig",7/12/16

"In Uncertain Times, CEOs Lose Faith in Forecasts; From Brexit to rise of Donald Trump, business leaders say recent events have made them wary of expert predictions",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1803305551?accountid=12768,"The forecast for business predictions these days is cloudy.

Chief executives tap consultants, expert prognostications and polls about market and political conditions to help inform business decisions. But from the Brexit surprise to the rise of Donald Trump and the frequently revised U.S. job market numbers, expert analyses have been landing far off the mark--and executives are growing wary.

Uncertainty has been a given for business since the financial crisis, but business leaders say recent events have diminished their faith in forecasts. Some are tapping new data sources to guide decisions and spending, while others say they have resolved to keep operations flexible to prepare for sudden changes. A few corporate leaders say they are rethinking how much expert forecasting they are willing to pay for.

""The so-called experts and global economists are proven as often to be wrong as right these days,"" says Scott Wine, chief executive of Polaris Industries Inc., a Medina, Minn., manufacturer of off-road vehicles and motorcycles.

Following Britain's surprise decision last month to exit the European Union, Mr. Wine plans to lean heavily on his global workforce and customers for insights about local political sentiments and the investment climate. ""We have not made a practice to gauge our employees about geopolitical risk. But it's something we will do going forward,'' he says.

Ken Lamneck, CEO of Tempe, Ariz.-based Insight Enterprises Inc., which sells information-technology products to companies, says he has become more cautious when sizing up predictions. He cites forecasts for currency fluctuations, where ""analysts were pretty far off"" recently, resulting in dampened revenue expectations. He has begun turning to fellow tech-industry CEOs for advice.

Mr. Lamneck also spends more time looking backward, comparing past forecasts with what actually happened. He uses that margin of error to assess new data, such as the predicted growth rate for his industry. Sometimes, that means Insight might invest less in, say, hiring salespeople, than a rosy forecast might warrant.

Mr. Lamneck says he is more closely scrutinizing the research that the company buys from advisory firms like International Data Group and Gartner. ""We'll look at, 'What's the real value of these services that we're paying for?'"" he says, adding that the reports are more useful for strategy ideas than for market-growth forecasts.

A study of about 28,000 expert geopolitical predictions over 20 years found that most were only slightly better than chance, especially when predicting events more than a year off would or wouldn't happen, according to Philip Tetlock, a professor at University of Pennsylvania's Wharton School of Business who studies forecasting.

Dr. Tetlock suggests businesses carefully track both internal and external forecasts and keep score on who gets the important calls right--a step that few companies take.

""If you can't make an accurate forecast, who do you hold accountable for results? It bedevils managers and investors,"" says Eric Ries, a management consultant who helps startups and established firms like General Electric Co. navigate uncertainty.

Mr. Ries advises his clients to rely less on forecasts and instead road-test ideas with customers and make fast adjustments when needed. He urges them to supplement big-data predictions with close observation of their customers.

Rupert Duchesne, chief executive of Aimia Inc, a marketing and loyalty analytics company, uses scenario planning to prepare for an unlikely, yet influential event.

Last month, he had an Aimia team spend several weeks preparing for the possibility of a British break with the EU and a plunging pound. ""Because we had prepared, we were able to say clearly what the impact would be on our business,"" he says. Soon after the vote results were tallied, Aimia, which has business interests in the U.K, announced that the pound's decline would unlikely have a material effect on its business near term.

Such planning requires considerable time and resources, Mr. Duchesne acknowledges. He says one scenario-planning exercise several years ago cost about $10 million, an amount which included a plan's eventual execution; it modeled possible outcomes of a business negotiation. Those costs help insure the company against surprises, he says.

A painful experience with a prediction gone wrong taught Robert S. ""Steve"" Miller, chief executive of auto-interiors manufacturer International Automotive Components Group and a veteran turnaround specialist, to favor flexible business models.

In 2008, Mr. Miller was executive chairman of Delphi Corp., the largest U.S. auto-parts maker. Few experts predicted the severity of the economic downturn that year, which caught Delphi and countless other companies unprepared.

The manufacturer, which had sought bankruptcy-court protection in 2005 shortly after Mr. Miller joined as CEO, came perilously close to liquidation as auto sales plunged. Delphi's inability to predict the downturn ""greatly extended the time we spent in bankruptcy,"" Mr. Miller recalls.

During bankruptcy, he slashed Delphi's hourly work force, cut 40% of salaried staff and closed 21 of the 29 U.S. factories. Delphi emerged from bankruptcy in 2009.

Mr. Miller now relies on a fluid manufacturing process at IAC. The company can easily move manufacturing equipment to a different location when automakers' sales volume shrinks, he says.

He and fellow directors review corporate strategy quarterly, and Brexit's effect will be on the agenda for their July 27 review. Mr. Miller says the referendum's result will only add to the complexity his company faces.

Still stung from his experience in 2008, the IAC leader says he places little stock in current economic predictions. He is equally skeptical about predictions describing future effects of the Brexit vote.

""You always have to take this stuff with a grain of salt,'' Mr. Miller suggests. ""You can't run your business with only one track in mind--which is the direction that forecasters and experts are telling you it will go.''

Write to Rachel Emma Silverman at rachel.silverman@wsj.com , Joann S. Lublin at joann.lublin@wsj.com and Rachel Feintzeig at rachel.feintzeig@wsj.com

Credit: By Rachel Emma Silverman, Joann S. Lublin and Rachel Feintzeig",7/13/16

"Trump Amplifies Stance on Tax, Debt",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1787725735?accountid=12768,"Donald Trump sought Monday to clarify his views on fiscal and monetary policy, saying he was open to compromise on tax cuts but wouldn't try to alter the terms of the nation's $19 trillion in debt, which he called ""absolutely sacred.""

In an interview Monday, the presumptive Republican presidential nominee moved to tamp down jitters over remarks in recent days suggesting he might push to renegotiate U.S. debt in an economic downturn.

""This is the United States government,"" he said Monday. ""The bonds are absolutely sacred.""

While pushing to broaden his appeal beyond the party, Mr. Trump is also trying to lock down support among Republicans fearful he may stray from conservative policy stances. Mr. Trump is scheduled to meet this week with House Speaker Paul Ryan, an ardent tax cutter who has said he wants to better understand the New York businessman's positions before backing his candidacy. After Mr. Ryan's comments provoked a series of sharp exchanges between the two camps, the speaker said Monday that he would step aside as chairman of the GOP nominating convention if Mr. Trump wanted him to.

On debt, Mr. Trump suggested he would be open to buying back Treasury notes if interest rates rise as a way to bring down the U.S. debt load. Bond prices fall as rates rise, which means the government theoretically could turn a profit by buying back debt for less than when it was issued.

""With the United States government there are times on occasion you can buy back debt at a discount, meaning the interest rate goes up and you buy back debt at a discount,"" he said.

With the government now running large annual deficits, such a buyback would require issuing new debt to purchase the old debt. Because that new debt would be issued at higher interest rates, it isn't clear that type of buyback would save money in the long run.

Mr. Trump also said he supported holding down the value of the dollar in order to help American manufacturing and the economy. American presidents typically advocate for a strong dollar.

On tax policy, Mr. Trump said that as president he would seek to persuade congressional Democrats to lower taxes on high-income households by trading on completely unrelated and unspecified policy issues.

""There will be a give and take. They're going to want other things having nothing to do with this,"" Mr. Trump said. ""It's one very big, very complex proposal.""

He said he was also open to changing his tax plan unveiled last year, which proposed lowering tax rates, pushing 33 million households off the income-tax rolls and, according to an analysis, reducing federal revenue by nearly $10 trillion over the next decade.

It's ""always possible to change,"" Mr. Trump said. ""I always believe in flexibility and remaining flexible.""

Mr. Trump spoke after weekend TV appearances in which he said taxes on high-income households would go up, then later said they would rise only in comparison with his own tax-cutting proposal. His comments left some Republican tax experts trying to decipher what the party's 2016 standard-bearer believes on a central GOP issue.

""He really does seem to be saying different things on different days to different people,"" said James Pethokoukis, a columnist and blogger at the conservative American Enterprise Institute. ""You can try to score, but you're only scoring one version of his reality.""

Mr. Trump's approach to policy veers sharply from the tightly controlled, thoroughly vetted style common in modern presidential campaigns. At the same time, Mr. Trump seemed to be nodding toward his experience as a dealmaker, saying that campaign policy proposals are just the starting point in a negotiation.

""My core beliefs are I want a major tax cut,"" Mr. Trump said. ""And I'm only being honest with people. You can't just say this is what my plan will be. You have to negotiate this with many other people.""

Aides to the likely Democratic nominee, Hillary Clinton, said Monday that voters should look past Mr. Trump's imprecise language and instead focus on his actual plan. The tax plan is the Republican's most specific economic policy, said Clinton policy adviser Jake Sullivan, and Democrats will hold him to it.

""The only thing one can do is look at the black and white of his paper and not be fooled by his shifting comments,"" said Gene Sperling, a Clinton adviser and former White House economic policy aide.

Mr. Trump's proposal calls for cutting the top tax rate on wages to 25% from 39.6% and for lowering the top rate on business income to 15%. Corporations now have a top rate of 35%, and many businesses report their profits on their owners' individual returns, taxed at 39.6%. Mr. Trump said there would be unspecified ""rules and regulations"" handled in ""a very orderly manner"" to prevent people from converting wage income into lower-taxed business income.

Mr. Sperling, who called the Trump proposal ""risky"" and ""reckless,"" cited estimates from the Tax Foundation, a conservative-leaning group that often produces results that show tax cuts boosting growth. Theiranalysis -- after including economic growth -- shows that Mr. Trump's plan would reduce federal revenue by more than $10 trillion over a decade, expand budget deficits and give the income boosts to high-income households.

Mr. Trump dismissed those studies, in part because they didn't look at something that isn't knowable -- the end result of tax negotiations.

""They don't know what the final number is going to be after the negotiation, OK?"" he said. ""I'd love to say it's going to stay where it is, but it won't. It's going to be something that's negotiated. But also, we're going to bring tremendous business to the country.""

---

David Harrison contributed to this article.

Credit: By Richard Rubin",7/13/16

Election 2016 --- CAPITAL JOURNAL: How Political Dysfunction Gave Rise to Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1787704859?accountid=12768,"It turns out there is a consequence for political dysfunction. That consequence is Donald Trump.

Which is to say that, of all the many forces behind the rise of Mr. Trump and Trumpism, one of the most important but least discussed is partisan gridlock in Washington. A lot of Trump support is rooted in the simple and utterly nonideological idea that he will get something done, even if it's hard to be sure what that something would be.

Indeed, when voters in the latest Wall Street Journal/NBC News poll were asked about a series of qualities and attributes, Mr. Trump got better ratings for ""being effective and getting things done"" than any other.

The sentiment also comes through in some of the more thoughtful messages a columnist receives from voters. John C. Stratakis, a lawyer in New York who describes himself as a ""conflicted"" Trump sympathizer, wrote recently: ""The party is also paying a price forfailing to deliver coherent governance when they held the presidency and both houses of Congress after George W. Bush's first election . . . . Perhaps Donald Trump will be able to herd these cats.""

The rise of Mr. Trump provides, finally, an answer to one of the more perplexing questions of the last decade or so, which is whether American voters would ever mete out any punishment for the dysfunction in Washington. The much-maligned ""Republican establishment"" now is receiving it.

In recent years, the opposite seemed to be the case: Officeholders and candidates who stood in the way of compromise and deal-making in Washington actually were rewarded, with praise from within their parties, and easy re-election. The officeholders who dared to seek compromise were the ones punished, with primary challengers from the ideological left or right of their own parties.

Now comes Mr. Trump, promising to take ""The Art of the Deal"" to Washington. This Trump characteristic is one of the reasons Republican conservatives mistrust him: They look for firm principles, while he says, essentially, that most everything is open to negotiation.

Perhaps most notably, he has said in recent days that his plan for big-across-the-board cuts in tax rates would be subject to negotiation once presented. This might seem a fairly obvious statement of how the legislative process is supposed to work, but it qualifies as radical thinking in a hyper-polarized Washington where compromise has become an epithet.

Intriguingly, this perception of an ability to get things done also is a potential selling point for Mr. Trump's likely fall opponent, Democrat Hillary Clinton. More than a year ago, a supportive Democratic senator, asked what the succinct message of a Clinton candidacy should be, replied privately: I share many of Barack Obama's positions, but I actually know how to get them enacted.

While she was in the Senate, Mrs. Clinton surprised colleagues on both sides of the aisle with her willingness to dive into the legislative trenches to find bipartisan plans. Voters seem to have a sense of that. In the most recent Journal/NBC News poll, views on the qualities of Mr. Trump and Mrs. Clinton varied wildly in most other areas, but they got almost identical good marks from voters on ""being effective and getting things done.""

Why is this attribute useful in 2016? A look at some sorry statistics chronicling Washington's dysfunction in recent years provides the context needed to explain why the political appeal of gridlock has expired.

The ultimate Washington tool for grinding movement to a halt is the Senate filibuster, a tool in which endless debate can prevent action on a measure. When other senators want to put an end to a filibuster and move ahead, they file what is known as a cloture motion, which ends debate if it gets the support of 60 senators.

The best way to track the use of filibusters is to look at the number of cloture motions filed to end them. Cloture motions used to be rare. In the two-year congressional term of 1969 and 1970, just seven cloture motions were filed, Senate records show. Twenty years later, the number had risen to 38.

In the most recent full Senate term, for the years 2013 and 2014, a staggering 253 cloture motions were filed in efforts to end filibusters. Passage of laws isn't necessarily the best indicator of progress, because any law can be seen as good or bad depending on the point of view of the observer. Still, they are a good indicator of movement or lack thereof.

Statistics maintained by GovTrack, a private tracking firm, show that the last two congressional terms, in 2011 and 2012 and 2013 and 2014, produced the fewest enacted laws in recent history.

These are pictures of futility -- the kind of futility that helped fuel the rise of Donald Trump.

Credit: By Gerald F. Seib",7/13/16

Trump Needs Ryan More Than He Knows,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1787704700?accountid=12768,"To say that Donald Trump and his crew have been heavy-handed in dealing with House Speaker Paul Ryan is putting it mildly. They're threatening to defrock him over his hesitation in endorsing Mr. Trump for president. The mogul may retaliate by calling for Mr. Ryan to step down as chairman of the Republican convention. (Mr. Ryan said Monday that he would, if asked.) Mr. Trump's spokeswoman, Katrina Pierson, has declared Mr. Ryan unfit to be speaker. Sarah Palin wants to end Mr. Ryan's political career entirely and is backing his primary opponent.

Mr. Trump, for all his political ingenuity, doesn't understand the situation he's in. He has captured only one of two wings of the Republican Party. He won the presidential wing by locking up the GOP nomination. But there is also what I call the congressional wing, led by Mr. Ryan. It shouldn't be taken lightly, even by a triumphant Mr. Trump.

In a normal election year, this wing would readily fall in line behind the Republican nominee. But with Mr. Trump, things are different, and a bit more dicey. He not only has campaigned against the GOP and its leaders in Washington, he has advanced an agenda at odds with the party's long-standing policies. Mr. Ryan has balked at swallowing it.

The two are scheduled to meet on Thursday. Before backing Mr. Trump, Mr. Ryan wants some assurance that the presumptive nominee shares conservatives' ""values and principles."" Mr. Trump calls himself a conservative. But he has said he is ""not ready to support Speaker Ryan's agenda.""

When the two meet, Mr. Trump will be in a strong position -- but not as strong as he imagines. He needs Mr. Ryan more than Mr. Ryan needs him. The speaker is the leader of a large bloc of Republicans that is assertive, influential and intellectually important. Mr. Trump would be wise to take Mr. Ryan's concerns seriously.

There's a lot at stake. If Mr. Trump is dismissive of the congressional wing, it becomes more likely that a third-party conservative candidate will enter the race. Failing to find some common ground will make Mr. Trump's path to victory in November against Hillary Clinton, the likely Democratic nominee, far more hazardous.

The GOP's congressional wing includes more than members of Congress. It's loosely organized and exists in an orbit around Mr. Ryan. He is the architect of its agenda and is pursuing it vigorously in the House. Party elites are on his side.

The business community, in the absence of a Republican president or sympathetic Democrats, has allied itself with GOP senators, House members, and their staffs for protection and aid during this administration. Alienated by President Obama, it had nowhere else to turn.

Meanwhile, conservative think tanks have become significant players. They are the chief source of policy advice and legislative initiatives for Republicans on Capitol Hill. Their ties to Mr. Ryan are deep-seated. They have influence in the mainstream media, both print and TV.

The conservative ""movement"" is divided on Mr. Trump. But many of its leaders are either aligned against him or at least unwilling to say anything nice about him. They know Mr. Ryan well and respect him. The speaker, by the way, considers himself a ""movement"" conservative.

Mr. Trump may feel he doesn't have to concede anything to Mr. Ryan. The presidential wing outweighs Mr. Ryan's wing at the moment. And Mr. Trump's position is buttressed by his having received more than 10 million votes in the primaries and caucuses.

The division on policy between Mr. Trump and Mr. Ryan is wide, especially on trade and immigration, Mr. Trump's central campaign stands. He won't yield on either of them. Besides, Republicans have become more Trump-like on both issues. Mr. Ryan has taken immigration reform off the table for now in the House, and trade is on hold as the Trans-Pacific Partnership treaty lacks the votes to pass.

Mr. Ryan's top issues are entitlement reform and tax reform. He has spent years pushing to modernize Medicare and Social Security to curb spending and reduce the national debt. He favors tax reform that kills special-interest carveouts, broadens the base and cuts individual and corporate rates. Mr. Trump opposes tinkering with entitlements and railed against tax reform in his 1997 book, ""The Art of the Comeback."" Nonetheless, compromising on these issues might assuage the congressional wing.

Having never navigated a Republican convention, Mr. Trump may not understand the peril that comes with a platform fight, though his adviser Paul Manafort surely does. An effort to put controversial positions like mass deportation of illegal immigrants and high tariffs on exports from China in the platform would be asking for trouble.
